date,rv_optical,rv_red,Δrv,red_detrended,num_obs_fit,day_mask
2021-03-28,-1.754916115705244,-0.7072950596797118,1.0476210560255321,-1.0937838720113682,223,true
2021-03-30,-2.7429503717397385,-0.23711381305321827,2.50583655868652,-1.196307962429872,213,true
2021-03-31,-3.2719358316298033,-2.573902416880223,0.6980334147495801,-2.909708126433058,222,true
2021-04-01,-1.4816580591660582,-0.03808351351375433,1.443574545652304,-0.7319616204014614,127,true
2021-04-02,-1.4494599303870523,1.0732014912176935,2.522661421604746,-0.3558071713435711,201,true
2021-04-03,-2.036452812149088,-0.2819936025465354,1.7544592096025529,-0.9478018955036798,222,true
2021-04-04,-2.477540695570739,-0.18542373351558455,2.2921169620551547,-1.1338114501336096,218,true
2021-04-13,-2.1242086030610254,-0.3485721669568174,1.775636436104208,-0.8876810302025258,148,true
2021-04-17,-2.2332521106707377,-1.3694700938756177,0.86378201679512,-1.803849979995843,224,true
2021-04-18,-1.642724773298279,0.03853773785891268,1.6812625111571917,-0.8390156586087435,194,true
2021-04-19,-2.2436517219075918,-2.05998047744675,0.1836712444608417,-2.0107406027061048,226,true
2021-04-20,-2.2022363298390495,-2.562371377149412,-0.3601350473103624,-2.0644545654851014,25,false
2021-04-21,-1.3087970700068912,-2.381802359602829,-1.0730052895959377,-1.7843314711250358,171,true
2021-04-22,-0.9744628211564414,-1.5182274001901899,-0.5437645790337484,-0.8114906816215968,47,false
2021-04-23,-1.2919528381182535,-1.4663379843950881,-0.17438514627683466,-1.187005349333462,197,true
2021-04-24,0.6606391119892567,1.42836999282049,0.7677308808312333,1.1844457794626644,176,true
2021-04-25,1.3992481468192202,0.4385913727674912,-0.9606567740517289,1.0805549851608307,94,false
2021-04-28,-1.8247664900585217,-1.3260496480122637,0.498716842046258,-1.303980003008823,27,false
2021-04-29,-2.686494873618549,-1.0719914416283147,1.6145034319902345,-1.9187334973699004,223,true
2021-04-30,-1.8861057531394378,-1.477538198785197,0.40856755435424086,-1.691014286129856,219,true
2021-05-03,-3.1568470841537106,-2.6202515881866315,0.5365954959670791,-2.794883497702717,224,true
2021-05-04,-3.9779871484932805,-2.1221428830538964,1.855844265439384,-2.9336735708571764,213,true
2021-05-06,-3.1723421076042544,-2.676695020386496,0.4956470872177583,-2.551674323231464,197,true
2021-05-07,-2.933319377393987,-1.0979899306239735,1.8353294467700136,-2.018321005402884,225,true
2021-05-10,-2.2228016198616123,-0.6753778163694457,1.5474238034921666,-1.4365580257126105,205,true
2021-05-11,-2.495550918601088,-1.4905091627955662,1.0050417558055216,-1.6342607391995827,190,true
2021-05-12,-1.7834612675620733,-0.4800409884406773,1.303420279121396,-1.1520589320327674,209,true
2021-05-13,-2.4942378963160925,-0.29517385960340764,2.199064036712685,-1.3329933495777193,124,true
2021-05-14,-1.976689164904143,-0.730719094775352,1.245970070128791,-1.363025514639303,192,true
2021-05-16,-2.790761292510773,-2.054418258361739,0.736343034149034,-2.3349501621919257,218,true
2021-05-17,-2.6806314058051415,-2.960657582721029,-0.2800261769158876,-2.7021117668710164,218,true
2021-05-19,-2.7527508316170266,-1.962678597391172,0.7900722342258546,-2.009410076048155,212,true
2021-05-20,-1.4066989597921462,-0.9334689843647785,0.47322997542736767,-1.0535415525300549,94,true
2021-05-21,-0.8078222852713572,-0.9063070360576986,-0.09848475078634134,-0.6465437161128853,210,true
2021-05-22,-1.3803739356077789,-0.9964045945891437,0.3839693410186352,-1.1405074792012793,212,true
2021-05-26,-1.4326759909359692,-1.4502610836599328,-0.01758509272396358,-1.5568867808734996,88,false
2021-05-27,-1.9654557261129735,-3.2658975484973265,-1.300441822384353,-2.8078784227471547,203,true
2021-05-28,-1.7704345113043005,-0.04896833659429889,1.7214661747100015,-0.9124311305671376,193,true
2021-05-29,-2.91276862717286,-2.943653826724047,-0.030885199551186737,-2.7017989393067996,203,true
2021-05-30,-3.8601591144124665,-3.914668288945285,-0.05450917453281834,-3.8116294019022994,192,true
2021-05-31,-2.4134067015606853,-0.9848094941946332,1.4285972073660522,-1.6658993384505172,198,true
2021-06-01,-2.4523784546251606,-0.49448051367844215,1.9578979409467183,-1.507851824863201,150,true
2021-06-02,-1.838627238483396,-2.0682280543025433,-0.22960081581914737,-1.9781065940463605,183,true
2021-06-03,-2.469424390749352,-1.9864436083567583,0.4829807823925938,-2.3331444499823015,188,true
2021-06-04,-0.8196504116030294,0.3324098855271732,1.1520602971302027,-0.34607414451641016,78,false
2021-06-05,-0.456242985382546,1.1221999168683234,1.5784429022508695,0.20790022162505845,197,true
2021-06-06,-0.711473253115238,-0.5225059243779037,0.18896732873733435,-0.7031173660373919,127,true
2021-06-08,-2.7395406650002907,-1.342291953262487,1.3972487117378036,-1.8318725665467466,101,false
2021-06-09,-2.7470077189850683,-0.6100973240108456,2.1369103949742225,-1.7860615214705744,68,false
2021-06-10,-2.8939910330646805,-3.446350090094952,-0.5523590570302717,-3.1406706261893405,144,true
2021-06-11,-2.8158762487788014,-2.4111193399359676,0.4047569088428338,-2.509718137185152,194,true
2021-06-12,-2.694016573419759,-0.9527765824250392,1.74123999099472,-1.9655049274513297,186,true
2021-06-13,-1.782703857858773,-1.473397606962616,0.30930625089615704,-1.8329806482693047,177,true
2021-06-14,-2.2600312772922533,0.8863407850358664,3.14637206232812,-0.7206768571535569,67,false
2021-06-15,-0.8137095454751231,1.7124015481163681,2.526111093591491,0.36717003626828126,13,false
2021-06-16,-1.3298961876563942,-1.4655633847206224,-0.13566719706422825,-1.2169508565117273,85,false
2021-06-17,-1.3635233665322686,-1.2332494376269025,0.13027392890536604,-1.0393049793943292,107,true
2021-06-18,-1.3159897865867887,-1.7287514674418731,-0.41276168085508447,-1.6035828753497205,131,true
2021-06-19,-1.8708676681203276,-3.215201664766048,-1.3443339966457204,-2.5759437464724044,109,false
2021-06-20,-1.0678718567504186,1.1837032731074946,2.251575129857913,0.010170433605749762,157,false
2021-06-21,-2.205629188462984,-2.366491660914336,-0.1608624724513521,-2.441233595567012,189,true
2021-06-24,-2.959181749817313,-2.98935792601385,-0.030176176196536897,-3.075169830193949,48,false
2021-06-25,-2.3202306764923852,-2.6934940862174575,-0.3732634097250722,-2.538430149968039,147,true
2021-06-26,-1.9147848014900073,-0.9866374007167997,0.9281474007732076,-1.6985283208731836,60,false
2021-06-27,-1.1126549462497448,-3.1489646784860748,-2.03630973223633,-1.7464633743889177,168,true
2021-06-30,0.7194950867456212,-1.0421424724680217,-1.7616375592136428,-0.2287788108984139,62,false
2021-07-01,0.10751563645533371,-0.0055392376115177,-0.11305487406685141,0.17847321667755517,48,false
2021-07-10,-2.330225371762507,-2.559961884577958,-0.22973651281545093,-2.0554975079933837,188,true
2021-07-11,-2.262032523789452,-1.944419193979423,0.31761332981002877,-1.9999958047391615,144,true
2021-07-18,-2.972312268563543,-1.8588894053810865,1.1134228631824565,-2.946246280425481,22,false
2021-07-28,-0.7447983431609848,-1.4515183415555266,-0.7067199983945418,-1.573341357775968,206,true
2021-07-29,-0.8144163856200145,-3.3397657673790873,-2.5253493817590726,-2.0467462785313475,50,false
2021-07-30,-0.6381793157898464,-2.8198792898550207,-2.1816999740651744,-1.9632462760023066,59,false
2021-07-31,-1.7131801043361037,-1.1119229934881634,0.6012571108479403,-1.9632433113717687,26,false
2021-08-02,-2.4309096891997495,-1.7428225360272673,0.6880871531724821,-2.724595606114103,178,true
2021-08-07,-2.6400090151505275,-1.838231352779356,0.8017776623711717,-2.61985071185359,90,false
2021-08-13,-1.3446200063530105,1.9361424814905144,3.280762487843525,-0.8291811823558487,13,false
2021-08-16,-0.9565007260768867,-1.6446095159279737,-0.6881087898510869,-2.0365629257476328,27,false
2021-08-21,-0.5884326303832356,0.20532817120149682,0.7937608015847324,-0.5025728381852693,153,true
2021-08-22,-0.9676946618910396,-0.014982861694825655,0.9527118001962139,-0.5952382513284882,219,true
2021-08-23,-0.8353097463480914,-2.2581636997251024,-1.422853953377011,-1.715555387612718,227,true
2021-08-24,-1.6041562681711203,-0.2489932058754463,1.355163062295674,-1.232670697070208,239,true
2021-08-25,-0.38548228897590153,-0.2096905198280028,0.17579176914789874,-0.7870613201833196,222,true
2021-08-26,-0.13914626549428738,-0.5376848406184378,-0.3985385751241504,-0.5302512757615323,196,true
2021-08-27,0.659646589336133,0.739070346784414,0.07942375744828101,0.41156805176361694,113,true
2021-08-29,-1.7061705063047354,-1.2705374510630632,0.4356330552416723,-1.9383897365993867,178,true
2021-09-04,-0.2234552647786379,-0.7956916871929656,-0.5722364224143277,-0.7232113611942615,161,true
2021-09-16,-1.9425988005936266,-2.217345505876845,-0.27474670528321865,-2.2973330387944104,113,false
2021-09-17,-1.6190308000061657,-2.0957423377873967,-0.476711537781231,-2.6830739316780976,51,false
2021-09-19,-2.238023435289786,-2.9940519824973935,-0.7560285472076074,-2.5763201031118506,56,false
2021-09-20,-1.5992819938461638,-1.5104241682612174,0.08885782558494637,-1.825714592776522,243,true
2021-09-21,-0.6418005167411036,-0.8504504779453842,-0.2086499612042806,-1.0844213101157774,227,true
2021-09-22,-0.7751657248532388,-2.1499544551486958,-1.3747887302954571,-1.2974523497787238,51,false
2021-09-23,-1.0592321983430595,0.005905872955317415,1.065138071298377,-0.7933589232688705,78,false
2021-09-24,-0.48824378066945856,-0.17749943579235253,0.310744344877106,-0.5790442191127878,29,false
2021-09-25,-0.4038356886060888,-1.5217138818359812,-1.1178781932298925,-1.4452820123089507,64,false
2021-09-28,-1.1098510028294102,-2.153565692533019,-1.0437146897036087,-1.6225922803112147,220,true
2021-09-29,0.07378338747376725,-1.677526765919882,-1.7513101533936493,-1.2538212627399543,80,false
2021-09-30,-0.6338034536632473,-0.7457271806903334,-0.11192372702708608,-1.249439560087475,95,false
2021-10-01,-0.43764545303866,0.02553570657683335,0.46318115961549333,-0.35227932293446607,72,false
2021-10-28,-0.3815087714383458,-0.6415537261069364,-0.2600449546685906,-0.7709934447488768,235,true
2021-10-29,0.9005663047635185,1.0906855459636158,0.19011924120009727,0.7324477371774345,239,true
2021-10-30,1.2223708591965607,2.2311828008180092,1.0088119416214485,1.4879004519148564,238,true
2021-10-31,0.21953355359753762,-1.1005395898414854,-1.320073143439023,-0.7399551607953718,239,true
2021-11-01,0.10450163048935386,-0.5175362362800628,-0.6220378667694167,-0.3034465070592794,110,true
2021-11-02,-0.5142963590412817,-2.3390773151783355,-1.8247809561370538,-1.8444229345420329,141,true
2021-11-03,-1.1865429597641515,-1.8967947322484011,-0.7102517724842496,-1.5909264886333638,238,true
2021-11-04,-1.4449272539496822,-0.14331804499378048,1.3016092089559017,-1.392700785575014,221,true
2021-11-05,-1.145787796877816,0.11383320345613442,1.2596210003339505,-0.9310990398225,153,true
2021-11-06,-1.2762811638923504,-0.5314565581526578,0.7448246057396926,-1.2746182046509387,243,true
2021-11-07,-1.8523479552385336,-2.177336069181748,-0.32498811394321425,-2.484615199307307,123,true
2021-11-08,-0.3560818131719674,0.019281417987473598,0.37536323115944104,-0.23006076137882603,188,true
2021-11-09,-0.6941452538140324,-1.052815640800483,-0.3586703869864506,-1.1159861486529812,155,true
2021-11-10,-1.1132263559013509,-0.7902125370462836,0.3230138188550673,-1.1463760920701913,243,true
2021-11-11,-0.8060446695157242,-1.5939553480884936,-0.7879106785727694,-1.365195249424683,241,true
2021-11-12,-0.3721064538735599,-0.30043648730234207,0.07166996657121782,-0.5883302492895448,238,true
2021-11-13,-2.0413002624023466,-2.6707554158677684,-0.6294551534654218,-2.5501357539889806,243,true
2021-11-14,-2.83113416321427,-3.4547125856319942,-0.6235784224177241,-3.5034837682353084,238,true
2021-11-15,-3.508133686493538,-2.297286063094349,1.210847623399189,-3.1738231323486836,205,true
2021-11-16,-1.565674886446414,-2.2599626104972073,-0.6942877240507932,-2.255962603298356,56,false
2021-11-18,-1.1725544485927617,-1.9417896980017304,-0.7692352494089687,-1.566676732486457,210,true
2021-11-19,-0.9658997638140185,-0.30625733759952734,0.6596424262144912,-0.826901268502455,166,true
2021-11-20,-0.1232071298104074,-1.2969561903061446,-1.1737490604957372,-0.8130515795778072,12,false
2021-11-22,-2.038178776935723,-1.952796219070638,0.08538255786508508,-1.8763285330932598,16,false
2021-11-23,-1.7186084487036304,0.9319588955660363,2.6505673442696667,-0.918182641196078,6,false
2021-11-24,0.10691531331491681,0.03849077878909468,-0.06842453452582213,-0.4416218797516291,52,false
2021-11-25,-2.531689390420654,-1.6863115472324584,0.8453778431881958,-2.0783898450551104,60,false
2021-11-26,-0.5513981504835868,-1.5582136800516215,-1.0068155295680348,-1.295608292702104,232,true
2021-11-27,-0.7608726677352009,-1.3895384588861115,-0.6286657911509106,-1.4724685741506245,232,true
2021-11-28,-2.98630807611394,-4.184060137541087,-1.1977520614271469,-3.8202333813225597,231,true
2021-11-29,-2.13565258939821,-2.1233969972745617,0.012255592123648462,-2.751197835785134,231,true
2021-11-30,-2.2659746487183514,-3.529789565314163,-1.2638149165958117,-3.1196956203317114,194,true
2021-12-01,-1.8060229959491645,-2.5269862805287806,-0.7209632845796161,-2.590585860144755,85,false
2021-12-02,-1.8698448889032047,-1.4352825756841754,0.4345623132190293,-1.8855827296710304,185,true
2021-12-03,-0.7695672802798927,-0.3708697801888893,0.39869750009100346,-0.6150305452607223,230,true
2021-12-04,-0.5206056252861283,-1.6061301053809598,-1.0855244800948314,-1.4881065191459983,35,false
2021-12-05,-1.5899424568211176,-0.96398274650361,0.6259597103175075,-1.5912448643924206,223,true
2021-12-06,-2.195511921771277,-1.6410574991731313,0.5544544225981456,-2.2397212101043706,211,true
2021-12-09,-1.2014839481140642,-1.187390928369616,0.01409301974444821,-1.6428232805984946,21,false
2021-12-10,-0.8366711339079083,-1.463610617978337,-0.6269394840704288,-1.088565617381212,146,true
2021-12-11,-1.6202685102489411,-1.7432089217704498,-0.1229404115215087,-1.7736508255019245,221,true
2021-12-12,-2.0579913243406893,-0.7971450042695587,1.2608463200711306,-1.4900816576125449,217,true
2021-12-13,-0.10374472372534467,0.09586120332176651,0.19960592704711116,-0.12084042263361788,62,false
2021-12-16,1.4501800667273699,0.8321727320266564,-0.6180073347007135,0.9771548209099347,216,true
2021-12-17,2.602999563068762,1.9048862399170825,-0.6981133231516794,2.0746386032954662,68,false
2021-12-19,1.7391648273450289,1.5419062954279839,-0.197258531917045,1.2360137593792704,191,true
2021-12-20,0.6650229483336632,0.8410235650706264,0.1760006167369632,0.6891249224067098,190,true
2021-12-23,0.04420652633495118,-1.0113429513640546,-1.0555494776990058,-0.5530366860530118,165,true
2021-12-26,0.247870125845484,0.29132408809293486,0.04345396224745085,-0.0276519408462369,22,false
2022-01-01,-2.947331000888299,-3.1265057554648075,-0.17917475457650855,-3.0529277153914975,160,true
2022-01-02,-1.8879575638067856,-1.274030236465105,0.6139273273416805,-1.941455546014211,222,true
2022-01-03,-2.38387585019143,-1.9688814152435123,0.41499443494791755,-2.5064763451840535,65,false
2022-01-04,-1.422124640461211,-0.39586632772667274,1.0262583127345382,-1.0412426447376948,221,true
2022-01-05,-0.9791309397978079,0.14247732158695584,1.1216082613847638,-0.7851947510935731,222,true
2022-01-06,0.07635242778479337,1.8643073902916816,1.7879549625068882,0.7184975768000924,64,false
2022-01-07,-0.3641634274537999,0.637977570342481,1.002140997796281,-0.010234303881530238,227,true
2022-01-09,-1.437244351161852,-0.34619698208204663,1.0910473690798055,-1.2520640612914842,98,true
2022-01-10,-1.0932180261150382,-1.5594412926688066,-0.46622326655376845,-1.424805914912497,166,true
2022-01-13,-0.8338643957329588,0.4633434128263561,1.2972078085593148,-0.4784130239475898,36,false
2022-01-14,0.9899466188514866,-0.5603750120514672,-1.5503216309029537,-0.07309818602951978,31,false
2022-01-16,-0.3904958202590028,0.7804077625868059,1.1709035828458088,0.08007855766230793,68,false
2022-01-17,-0.6505157720318369,1.1154008698525342,1.765916641884371,-0.11284024248398561,179,true
2022-01-19,-0.4524866294721676,-0.21240564424406677,0.24008098522810084,-0.48200886574292334,32,false
2022-01-20,-1.3917671468867658,-3.6676869243809893,-2.2759197774942237,-2.5350521627788174,225,true
2022-01-21,-1.052244754844129,-0.7484916620352933,0.30375309280883567,-1.0606531478989452,228,true
2022-01-23,0.4348415340121793,0.940914042225553,0.5060725082133737,0.3979088922861649,101,false
2022-01-24,-0.8994787077876643,-0.923861842435076,-0.02438313464741171,-1.0658519195791607,228,true
2022-01-25,-0.24469359129225887,2.0963920766409463,2.3410856679332053,0.875945275862945,112,true
2022-01-27,-1.6156193313262954,-2.0826823620927706,-0.46706303076647515,-1.9558410350773012,222,true
2022-01-29,-0.048742463996544895,-0.6922843725331704,-0.6435419085366255,-0.572477140781705,215,true
2022-01-30,-0.9063951245885051,-1.1018290107512636,-0.19543388616275847,-1.1752653245659777,250,true
2022-01-31,-0.9360266681218766,-0.6482427910843289,0.2877838770375477,-1.0521826143018487,86,false
2022-02-02,-0.06333233944040434,0.6710872941921104,0.7344196336325148,0.1235319952838187,130,false
2022-02-03,0.8778518341646012,1.0452501306710078,0.16739829650640659,0.6869758870394167,254,true
2022-02-04,2.078627576119482,1.5698449497274054,-0.5087826263920765,1.5035270167794668,253,true
2022-02-05,1.0003068408946825,-0.6375027597027365,-1.637809600597419,0.15504443359964126,207,true
2022-02-06,1.6538919616885037,1.37034799484007,-0.28354396684843364,1.4127915590754485,250,true
2022-02-07,0.5612209752112816,0.1652732777911751,-0.3959476974201065,0.22315447502233027,178,true
2022-02-08,0.5325756208146265,-2.199694299817443,-2.7322699206320693,-0.9759789209321997,235,true
2022-02-09,-0.045577772035242735,-1.2462448716463375,-1.2006670996110946,-0.6456712039136056,253,true
2022-02-10,0.6690866905815428,-2.644747184698994,-3.3138338752805367,-1.0497183906183372,243,true
2022-02-11,-0.20240859981769707,0.15961971054093854,0.3620283103586356,-0.315562575055093,243,true
2022-02-12,-0.1850847948195336,0.46833286537287916,0.6534176601924128,-0.2654321046003091,235,true
2022-02-13,-1.8052774926844095,-2.3537392759562614,-0.5484617832718519,-2.3414811668068385,248,true
2022-02-14,-1.2575151639102093,-1.5810158517754482,-0.3235006878652389,-1.5892522512988845,243,true
2022-02-15,-0.5409281796462394,-0.8683941974137581,-0.3274660177675187,-0.8487149413381394,183,true
2022-02-17,-0.44675385110345467,0.10233961353116477,0.5490934646346195,-0.1524583485385596,110,false
2022-02-18,-1.3601736871602677,-2.482879438969621,-1.1227057518093535,-2.101776287392043,243,true
2022-02-19,-1.2006850398808975,-1.6007968092755482,-0.40011176939465076,-1.6426481944137645,252,true
2022-02-20,-1.1710060989029891,-2.6986503663527763,-1.5276442674497872,-2.1719922730628793,60,false
2022-02-21,-0.6780539373688225,-1.3281204660952528,-0.6500665287264303,-1.4142707238938679,82,false
2022-02-22,-2.041452165347963,-3.096565530734287,-1.0551133653863243,-2.60475896775968,245,true
2022-02-24,-3.1485308479463194,-3.8070533360619567,-0.6585224881156373,-3.4490985364551308,53,false
2022-02-25,-2.1237097453112885,-3.5630638075637955,-1.439354062252507,-2.969858375161991,225,true
2022-02-26,-2.128613083764939,-3.298506224604035,-1.169893140839096,-2.9690614057536666,254,true
2022-03-01,-2.163443079515809,-2.7768342753279107,-0.6133911958121017,-2.5156718659023394,254,true
2022-03-02,-0.3596880566514186,-2.0696209348939236,-1.709932878242505,-1.405824621663529,160,true
2022-03-03,0.5898523374497829,-0.5204542975862781,-1.110306635036061,-0.3172344438393726,132,true
2022-03-04,1.2513494618400727,1.343820235179384,0.09247077333931131,0.9845301735014567,95,true
2022-03-05,0.7237386812027603,0.6898176326106717,-0.033921048592088554,0.5316045466122297,244,true
2022-03-06,1.7573930421050388,0.6494346756640326,-1.1079583664410062,1.017751622054607,243,true
2022-03-10,-1.099960217969096,-2.0408438556616577,-0.9408836376925618,-2.0065866395280914,249,true
2022-03-11,-0.7947802062992246,0.10643756933472506,0.9012177756339497,-0.5502992716119814,254,true
2022-03-12,0.06519608220204257,-1.7774186607600113,-1.8426147429620539,-1.1317180621123366,172,true
2022-03-13,-0.2730720405676295,-2.505644342409534,-2.232572301841904,-1.4994647768606775,242,true
2022-03-14,-0.3994503621530793,-1.321656653140261,-0.9222062909871817,-0.9774829205394113,131,true
2022-03-15,-0.4397436979935767,-3.320161372964088,-2.8804176749705115,-1.9712839789925347,215,true
2022-03-16,-3.0430520618789707,-3.5336020962551102,-0.49055003437613953,-3.4884827145330415,248,true
2022-03-17,-1.9306686879575237,-3.2457050891309063,-1.3150364011733826,-2.6064666470303117,244,true
2022-03-18,-3.1188498508404696,-4.842445664124171,-1.7235958132837017,-3.9512423806576895,254,true
2022-03-20,-1.8431292492303326,-2.474057606673921,-0.6309283574435884,-2.4462745222085447,83,true
2022-03-21,-2.9084204130708886,-2.739236631238665,0.1691837818322237,-2.9531444042633863,251,true
2022-03-22,-2.963395463398491,-3.3659177400886224,-0.4025222766901315,-3.342695035172297,214,true
2022-03-23,-1.765205346648104,-2.4432733527314117,-0.6780680060833078,-2.2044360604413553,253,true
2022-03-24,-1.1499009201803392,-2.2692870909646876,-1.1193861707843484,-1.7301931313177268,251,true
2022-03-30,0.6085881386230736,0.922640062332249,0.31405192370917545,0.2194062927851853,185,true
2022-03-31,1.2332519810699814,1.4048819059508362,0.17162992488085482,0.7558597171599389,98,true
2022-04-01,2.4279300312610554,2.363600278031338,-0.06432975322971757,2.072336208795247,245,true
2022-04-02,2.078431572783957,1.0874516116403177,-0.9909799611436392,1.3068061872408203,251,true
2022-04-03,1.4363831990639466,0.7431385540469955,-0.6932446450169512,1.0239273467243164,202,true
2022-04-04,-0.22233263880463233,0.11489433617437045,0.3372269749790028,-0.3437211515560645,190,true
2022-04-06,-0.7233918168474737,-0.33191590134450444,0.39147591550296923,-0.8170391667292611,250,true
2022-04-07,-0.26809329334394955,-0.8277996125427157,-0.5597063191987661,-0.7924309549031094,240,true
2022-04-08,0.26653547403148453,-1.1927519128384687,-1.4592873868699532,-0.46127119276675693,241,true
2022-04-09,-0.1209281082881226,-1.469690281762467,-1.3487621734743445,-0.759914599449752,138,true
2022-04-10,0.1947617219230705,-0.9370416107227385,-1.131803332645809,-0.3514600423305808,191,true
2022-04-11,-0.7690303857127097,-1.6485247466992614,-0.8794943609865518,-0.99469594330038,253,true
