date,ccf_fwhm_obs,ccf_fwhm_sid,ccf_contrast_obs,ccf_contrast_sid,ccf_area,ccf_rv_fit,ccf_rv_top,ccf_rv_bottom,ccf_bis,ccf_curv
2023-04-18,6747.459860870833,6793.094119382439,0.5376105246000072,0.5339989954165447,3861.3598989188235,597.7396001119789,572.2711872079396,596.6474420556087,-24.376254847669088,4.190156210718101
2023-04-19,6747.249204600419,6792.80518045064,0.5375967311117212,0.5339913364258606,3861.1402790084885,595.6927524225696,571.4691000731675,594.7082963367061,-23.239196263538588,3.919803690347635
2023-04-20,6746.996555149165,6792.448778648055,0.5375221006858387,0.533925227827148,3860.4597069682395,595.4228214509386,571.7171436034255,594.4794096875456,-22.762266084120142,3.3966209673862977
2023-04-21,6745.431731634167,6790.78833261274,0.5376176484434907,0.5340268268827031,3860.2504153517684,594.586617665961,570.657386146906,593.5726763806787,-22.91529023377268,4.0649923193345785
2023-04-22,6743.970020132994,6789.233414299426,0.5377879367268602,0.5342025382182818,3860.6363667995997,594.6002966218135,570.4368326324329,593.5930882364893,-23.156255604056355,3.52457833075448
2023-04-23,6742.379698692272,6787.527652527062,0.5379989408419854,0.5344203843207082,3861.24036047612,595.2147766532503,569.9857385771542,594.1581027778716,-24.172364200717425,3.7574740700061966
2023-04-24,6742.659250133624,6787.7194518243805,0.5380683154782838,0.5344963548233188,3861.8983798314684,595.6418893662869,570.0679496519773,594.5520114986997,-24.484061846722398,4.041411457891741
2023-04-25,6743.2290951401965,6788.183972287197,0.5380020006670525,0.5344390722102565,3861.748757898264,596.2219779363263,570.4812882331531,595.120335285771,-24.63904705261791,4.1538804651759165
2023-04-26,6743.414780154871,6788.258965672669,0.5379690498159228,0.5344151512397526,3861.6185710833365,596.3914961612472,570.0212744812152,595.3168815030419,-25.295607021826754,3.5849661847339576
2023-04-27,6746.343323299887,6791.060907624616,0.537763051258303,0.5342220044441937,3861.816273030527,596.6542657488932,571.153034705417,595.5648251977448,-24.411790492327782,3.6874371748607473
2023-04-28,6746.125228519079,6790.736528916921,0.5377467432631852,0.53421405113185,3861.574320643459,597.0860453978431,572.3501946497256,596.0352790167292,-23.685084367003583,4.279069782877173
2023-04-29,6745.84937418526,6790.366257741938,0.5377619626485919,0.5342364552217806,3861.525704211963,596.1449169274439,571.9195944695894,595.0880571313703,-23.16846266178095,3.5584837800613514
2023-05-02,6744.057510588842,6788.283783574782,0.5379179657875581,0.5344133823674415,3861.61990747451,593.989202918284,568.0491609348974,592.9551374236402,-24.905976488742795,3.7594160434700825
2023-05-04,6745.467640795805,6789.495612913055,0.538010454279325,0.5345216075916936,3863.0914399888447,596.6553704830532,569.192750592732,595.5484304293637,-26.355679836631793,3.433421172813837
2023-05-05,6745.322623689337,6789.256182350294,0.5379228811818039,0.5344419598819259,3862.3795994749253,598.4986886394022,571.8298932899859,597.3765341799292,-25.54664088994332,3.82355195038906
2023-05-06,6747.980919031726,6791.810508744988,0.5376812370157821,0.5342114187715044,3862.1660116852454,598.3796929601455,571.9717014634446,597.2576248913648,-25.28592342792024,3.9404900865393984
2023-05-07,6748.925389989383,6792.667573223338,0.5374417675952118,0.5339808480047401,3860.986223566438,599.1386645536148,574.067976065317,598.0954444685868,-24.027468403269836,4.055232980300389
2023-05-08,6751.4578045213575,6795.09077609444,0.5372288715281505,0.5337791910379216,3860.9049691039045,599.1863695831747,575.1299885550959,598.195205056095,-23.0652165009991,3.443645426498847
2023-05-09,6751.371482132553,6794.921590166983,0.5371065436526538,0.5336641127589814,3859.9764815620533,597.0243347345051,574.0788262102592,596.0714741129453,-21.992647902686144,3.937144444316459
2023-05-10,6749.5100117095835,6792.982480842209,0.5372802783693703,0.5338418917133098,3860.160438776425,595.5631761955503,572.270072694618,594.5524978713461,-22.28242517672811,3.933524560238311
2023-05-11,6746.4215389341725,6789.8452298807815,0.5375162470185868,0.534078622360134,3860.0886601314314,594.7935610425204,571.0981384386096,593.75899758071,-22.660859142100435,3.75560053566187
2023-05-12,6745.388114232916,6788.747303914116,0.5376065403524481,0.5341728900907046,3860.145695353731,596.1976190893074,572.3085046256615,595.1301239880971,-22.821619362435626,4.008002624175106
2023-05-13,6745.223330233228,6788.504591892548,0.5376007737603012,0.5341732089052724,3860.0099908093684,597.6411642108022,572.8188251239209,596.6218175985872,-23.802992474666326,3.95717148284416
2023-05-14,6746.144199212921,6789.376706594838,0.537570897193763,0.5341478233556803,3860.3224206613936,597.2200434340238,572.8854002855221,596.1321821488773,-23.24678186335518,3.648346073255425
2023-05-21,6746.928424360351,6789.668578828636,0.538016428772544,0.5346296794776054,3863.970930643536,598.8051467955353,571.7346813689962,597.623676335762,-25.888994966765722,4.202961280250747
2023-05-22,6748.927193134323,6791.587840017462,0.5377676528691113,0.5343897217453986,3863.3284183272335,599.571112560626,572.6202437397401,598.3785262625826,-25.758282522842478,4.073023751908295
2023-05-23,6751.435734750607,6794.011063578792,0.5374599216388116,0.5340918769474493,3862.552831596378,601.1547148255439,575.2502027607504,600.1046242953331,-24.854421534582684,3.8000881810536384
2023-05-24,6753.037713615266,6795.557568431799,0.5371315437788035,0.5337707076694972,3861.108830311095,599.4870619232187,575.3677708853331,598.475761594182,-23.107990708848888,3.8575328678641654
2023-05-25,6751.84666199365,6794.325096275953,0.5372036199002236,0.5338449980590853,3860.94585564542,597.9913805735965,575.1991190504294,597.0104128158648,-21.81129376543538,3.8592400321959985
2023-05-26,6750.727670299396,6793.159584261541,0.5373787065232136,0.5340220936308697,3861.564136114905,597.804306896936,575.3166895923894,596.780513495787,-21.46382390339761,3.7657511755404585
2023-05-27,6750.4133667087435,6792.799487138643,0.5374553193750069,0.534101673218389,3861.9348562999603,596.4966556628747,574.2527029570476,595.4716769624265,-21.21897400537887,3.9204167919729116
2023-05-28,6747.587059531176,6789.947589037184,0.5376440119482925,0.5342898056406273,3861.6732164155173,594.4147537006719,571.2214724230187,593.3603125185342,-22.138840095515548,3.6499367176099895
2023-05-29,6746.481211852698,6788.806917656719,0.5377724400142649,0.5344196273092291,3861.962629192572,591.7968495276975,568.3814001281329,590.7228848486646,-22.341484720531753,3.6116426137650706
2023-05-30,6746.916459473759,6789.21493357936,0.5376719839369365,0.5343221556118117,3861.490320293986,593.5838918645113,569.0711618346419,592.5268450480941,-23.455683213452176,3.626297043242289
2023-05-31,6745.973554330814,6788.226420802013,0.5378380819429831,0.5344903443675506,3862.143391117613,592.9868807563039,567.767011392828,591.8844612184524,-24.117449825624476,3.7273411340833036
2023-06-02,6746.223393524042,6788.421922657635,0.5378066504947231,0.5344635097960883,3862.060713390398,594.8735423999517,568.9208366032158,593.7548466755072,-24.83401007229145,3.4837988940525975
2023-06-03,6748.284079534878,6790.448991277641,0.5376072840216822,0.5342690417770004,3861.8082953097214,597.509793509325,571.0286605170395,596.4178140959393,-25.389153578899823,3.824663973159886
2023-06-04,6750.188264039496,6792.325919347056,0.5374114789065215,0.5340775311652939,3861.4910650514053,596.7386795175321,570.6628063072817,595.6798502548926,-25.017043947610887,3.8584357675396177
2023-06-06,6752.284679918122,6794.359540719829,0.5370871104095407,0.5337611360813587,3860.3589080685056,599.9784688466458,574.6049914215585,598.9054541076248,-24.30046268606634,3.823017702189304
2023-06-10,6751.187502174502,6793.280553707315,0.5369062061177766,0.5335793862663472,3858.431585341777,600.108425844307,577.0922297182774,599.0791502672133,-21.986920548935927,3.8076111489988307
2023-06-11,6750.554745309619,6792.656131875455,0.5368957757359829,0.5335680558925254,3857.9950027616183,598.906988959676,576.40678697097,597.9780620414708,-21.57127507050086,4.052416293241436
2023-06-12,6748.921454354641,6791.030556811239,0.5371466029110642,0.5338159211909667,3858.8635076713826,595.4154555261996,572.7492207795274,594.4568351661545,-21.707614386627142,3.654519850620545
2023-06-13,6746.475669318956,6788.622295353371,0.5374459655873309,0.5341092747037007,3859.614912692635,593.563965608622,569.7884441550925,592.5528001550095,-22.76435599991703,3.7834072010817863
2023-06-14,6745.107220848018,6787.278360852116,0.5377233106542779,0.5343822947401727,3860.823354309389,593.4236896737078,567.7088068565871,592.3637986069199,-24.654991750332783,3.938197503720403
2023-06-15,6746.656597427019,6788.833063576324,0.5377560094260591,0.5344151336207855,3861.9450292862803,594.9486578607562,567.992714151461,593.9214056476645,-25.928691496203555,3.5368352592470274
2023-06-16,6746.562964608903,6788.7551333049305,0.5379063204274314,0.5345632282450675,3862.9708891773666,596.6084721682129,569.4291630542523,595.3809561373346,-25.951793083082293,4.074481539335011
2023-06-22,6751.155468242354,6793.47420666556,0.5370971784654366,0.5337514271882743,3859.785677649006,599.3589072942221,576.3672262366382,598.3561148142668,-21.988888577628586,3.644929153643602
2023-06-23,6749.8413795584265,6792.20166068701,0.5371708037470293,0.5338206814453764,3859.563380368656,599.1657767442922,576.7259662447058,598.1688022608018,-21.442836016096066,4.076047786762501
2023-06-24,6747.648237265049,6790.053901224192,0.5374086999329839,0.5340524419312662,3860.018065083674,598.9413181671091,575.9099254382429,597.9757744126965,-22.065848974453615,4.146093721884313
2023-06-27,6745.868426493039,6788.40921656831,0.537813544792261,0.5344432392643025,3861.9070090301707,596.9590791434888,572.353486016865,595.9570457618454,-23.60355974498043,3.712565878251553
2023-06-28,6748.183213099642,6790.753536798157,0.5377829779001349,0.534411688495402,3863.01262046966,596.690689329452,571.6406042069602,595.6480177524166,-24.007413545456416,3.780506088677612
2023-06-29,6749.081353152926,6791.695750187102,0.5377656014344377,0.5343913989239354,3863.401927196249,595.471683122245,570.9409517293193,594.3895477611219,-23.448596031802595,3.6085130348502616
2023-06-30,6749.256072317821,6791.915761901408,0.5376815977075808,0.5343044459793929,3862.89842928583,594.1052583410722,569.4642335148981,593.1562999646834,-23.69206644978533,4.055062895574451
2023-07-01,6748.575182547777,6791.297003799218,0.5377086191730894,0.5343260706700832,3862.70283825271,594.3917434158541,569.4551222077098,593.3274773907151,-23.87235518300531,3.968029781729001
2023-07-02,6747.805879678513,6790.586174283618,0.5378400245055809,0.5344516638974934,3863.2063704228444,594.2767144473755,568.7246268496294,593.2102539291849,-24.485627079555456,3.864122700750613
2023-07-03,6745.852859590415,6788.7056853753875,0.537843114988966,0.5344480499538268,3862.1104330471358,596.8589743251257,571.1694568928958,595.7865385623086,-24.617081669412755,4.057175465767386
2023-07-04,6745.950394588014,6788.866201982569,0.5377098431516467,0.5343107111940728,3861.209269450781,598.2964864353254,572.690686641442,597.2064150870236,-24.515728445581658,3.9576861556474796
2023-07-05,6747.837005916149,6790.806715740095,0.5374959346608774,0.5340948594557188,3860.7526448753256,599.4411300167487,574.1358896372908,598.4493366340506,-24.313446996759808,3.862808461443592
2023-07-06,6749.084625416886,6792.113840841552,0.5373399276794859,0.533935786340546,3860.345684327149,599.0954002624933,574.5692897578698,598.1309734968265,-23.56168373895673,4.137506197121638
2023-07-07,6749.947753085317,6793.040714742567,0.5373578734013951,0.533949040272447,3860.9683183842317,598.4919262327471,574.7390360861114,597.5301241231449,-22.791088037033546,3.515750225320403
